"","vernacularName","scientificName","OccurenceID","individualCount","app_used","lat","lon","occurenceStatus","date","month","year"
"1556","Minke Whale","Balaenoptera acutorostrata","5822",1,"spotter_pro",34.380592,-119.745952,"Certain",2014-08-03,8,2014
"1557","Humpback Whale","Megaptera novaeangliae","5827",1,"spotter_pro",34.214372,-119.396002,"Certain",2014-08-03,8,2014
"1558","Humpback Whale","Megaptera novaeangliae","5824",1,"spotter_pro",34.371219,-119.619979,"Certain",2014-08-03,8,2014
"1559","Blue Whale","Balaenoptera musculus","47758",1,"spotter_pro",34.20083,-119.6872,"Certain",2017-09-08,9,2017
"1560","Blue Whale","Balaenoptera musculus","47759",1,"spotter_pro",34.17085,-119.650294,"Certain",2017-09-08,9,2017
"1561","Humpback Whale","Megaptera novaeangliae","47915",1,"spotter_pro",34.234492,-119.816972,"Certain",2017-09-10,9,2017
"1562","Blue Whale","Balaenoptera musculus","47916",1,"spotter_pro",34.146398,-119.917584,"Certain",2017-09-10,9,2017
"1563","Humpback Whale","Megaptera novaeangliae","5853",1,"spotter_pro",34.177284,-119.375953,"Certain",2014-08-03,8,2014
"1564","Humpback Whale","Megaptera novaeangliae","5858",2,"spotter_pro",37.689244,-122.806222,"Certain",2014-08-03,8,2014
"1565","Humpback Whale","Megaptera novaeangliae","47979",1,"spotter_pro",34.328725,-119.763852,"Certain",2017-09-13,9,2017
"1566","Humpback Whale","Megaptera novaeangliae","47978",2,"spotter_pro",34.315946,-119.771132,"Certain",2017-09-13,9,2017
"1567","Humpback Whale","Megaptera novaeangliae","47982",1,"spotter_pro",34.28693,-119.783565,"Certain",2017-09-13,9,2017
"1568","Humpback Whale","Megaptera novaeangliae","47977",1,"spotter_pro",34.251461,-119.882825,"Certain",2017-09-13,9,2017
"1569","Humpback Whale","Megaptera novaeangliae","48030",1,"spotter_pro",34.293825,-119.744971,"Certain",2017-09-14,9,2017
"1570","Humpback Whale","Megaptera novaeangliae","48024",1,"spotter_pro",34.271965,-119.743856,"Certain",2017-09-14,9,2017
"1571","Humpback Whale","Megaptera novaeangliae","48025",6,"spotter_pro",34.248788,-119.761313,"Certain",2017-09-14,9,2017
"1572","Humpback Whale","Megaptera novaeangliae","48023",1,"spotter_pro",34.23494,-119.772706,"Certain",2017-09-14,9,2017
"1573","Humpback Whale","Megaptera novaeangliae","48033",2,"spotter_pro",34.18786,-119.783425,"Certain",2017-09-14,9,2017
"1574","Humpback Whale","Megaptera novaeangliae","48032",4,"spotter_pro",34.257558,-119.756366,"Certain",2017-09-14,9,2017
"1575","Humpback Whale","Megaptera novaeangliae","48070",2,"spotter_pro",34.269339,-119.742094,"Certain",2017-09-15,9,2017
"1576","Minke Whale","Balaenoptera acutorostrata","48074",1,"spotter_pro",34.272262,-119.761532,"Certain",2017-09-15,9,2017
"1577","Humpback Whale","Megaptera novaeangliae","48071",1,"spotter_pro",34.25489,-119.782233,"Certain",2017-09-15,9,2017
"1578","Humpback Whale","Megaptera novaeangliae","48073",1,"spotter_pro",34.210098,-119.748345,"Certain",2017-09-15,9,2017
"1579","Humpback Whale","Megaptera novaeangliae","48106",1,"spotter_pro",34.294423,-119.810533,"Certain",2017-09-16,9,2017
"1580","Humpback Whale","Megaptera novaeangliae","48110",2,"spotter_pro",34.263654,-119.795637,"Certain",2017-09-16,9,2017
"1581","Humpback Whale","Megaptera novaeangliae","48112",1,"spotter_pro",34.20982,-119.791198,"Certain",2017-09-16,9,2017
"1582","Humpback Whale","Megaptera novaeangliae","48107",2,"spotter_pro",34.208925,-119.790554,"Certain",2017-09-16,9,2017
"1583","Humpback Whale","Megaptera novaeangliae","48108",1,"spotter_pro",34.318787,-119.808153,"Certain",2017-09-16,9,2017
"1584","Humpback Whale","Megaptera novaeangliae","48124",1,"spotter_pro",34.15752,-119.589253,"Certain",2017-09-16,9,2017
"1585","Humpback Whale","Megaptera novaeangliae","48126",1,"spotter_pro",34.16802,-119.591395,"Certain",2017-09-16,9,2017
"1586","Humpback Whale","Megaptera novaeangliae","48122",1,"spotter_pro",34.15218,-119.569734,"Certain",2017-09-16,9,2017
"1587","Blue Whale","Balaenoptera musculus","48128",4,"spotter_pro",34.131947,-119.603679,"Certain",2017-08-19,8,2017
"1588","Fin Whale","Balaenoptera physalus","48133",1,"spotter_pro",34.121372,-119.589805,"Certain",2017-08-19,8,2017
"1589","Humpback Whale","Megaptera novaeangliae","48132",3,"spotter_pro",34.124069,-119.743841,"Certain",2017-08-19,8,2017
"1590","Minke Whale","Balaenoptera acutorostrata","48130",1,"spotter_pro",34.087305,-119.830476,"Certain",2017-08-19,8,2017
"1591","Blue Whale","Balaenoptera musculus","48131",2,"spotter_pro",34.132262,-119.600859,"Certain",2017-08-19,8,2017
"1592","Fin Whale","Balaenoptera physalus","48135",1,"spotter_pro",34.141954,-119.59968,"Certain",2017-08-19,8,2017
"1593","Humpback Whale","Megaptera novaeangliae","48138",1,"spotter_pro",34.33319,-119.949286,"Certain",2017-08-10,8,2017
"1594","Humpback Whale","Megaptera novaeangliae","48137",7,"spotter_pro",34.340652,-120.065577,"Certain",2017-08-10,8,2017
"1595","Humpback Whale","Megaptera novaeangliae","48155",1,"spotter_pro",34.260123,-119.900768,"Certain",2017-09-17,9,2017
"1596","Humpback Whale","Megaptera novaeangliae","48158",5,"spotter_pro",34.216785,-119.903531,"Certain",2017-09-17,9,2017
"1597","Minke Whale","Balaenoptera acutorostrata","48200",1,"spotter_pro",34.329614,-119.769342,"Certain",2017-09-18,9,2017
"1598","Humpback Whale","Megaptera novaeangliae","48198",1,"spotter_pro",34.278566,-119.836025,"Certain",2017-09-18,9,2017
"1599","Humpback Whale","Megaptera novaeangliae","48199",1,"spotter_pro",34.180511,-119.845981,"Certain",2017-09-18,9,2017
"1600","Humpback Whale","Megaptera novaeangliae","48195",1,"spotter_pro",34.147316,-119.838952,"Certain",2017-09-18,9,2017
"1601","Humpback Whale","Megaptera novaeangliae","48196",1,"spotter_pro",34.134143,-119.803844,"Certain",2017-09-18,9,2017
"1602","Humpback Whale","Megaptera novaeangliae","48243",4,"spotter_pro",34.308033,-119.775145,"Certain",2017-09-19,9,2017
"1603","Humpback Whale","Megaptera novaeangliae","48241",1,"spotter_pro",34.279574,-119.77239,"Certain",2017-09-19,9,2017
"1604","Humpback Whale","Megaptera novaeangliae","48277",6,"spotter_pro",34.269652,-119.785539,"Certain",2017-09-20,9,2017
"1605","Humpback Whale","Megaptera novaeangliae","48281",6,"spotter_pro",34.156003,-119.810284,"Certain",2017-09-20,9,2017
"1606","Humpback Whale","Megaptera novaeangliae","48279",4,"spotter_pro",34.161958,-119.804908,"Certain",2017-09-20,9,2017
"1607","Humpback Whale","Megaptera novaeangliae","48298",3,"spotter_pro",34.348322,-119.865874,"Certain",2017-09-21,9,2017
"1608","Humpback Whale","Megaptera novaeangliae","48295",1,"spotter_pro",34.358939,-119.901266,"Certain",2017-09-21,9,2017
"1609","Minke Whale","Balaenoptera acutorostrata","6015",1,"spotter_pro",34.371843,-119.679016,"Certain",2014-08-04,8,2014
"1610","Humpback Whale","Megaptera novaeangliae","6017",2,"spotter_pro",34.369983,-119.67724,"Certain",2014-08-04,8,2014
"1611","Humpback Whale","Megaptera novaeangliae","6014",1,"spotter_pro",34.371184,-119.7063,"Certain",2014-08-04,8,2014
"1612","Humpback Whale","Megaptera novaeangliae","48472",4,"spotter_pro",34.326012,-119.735931,"Certain",2017-09-24,9,2017
"1613","Humpback Whale","Megaptera novaeangliae","48471",1,"spotter_pro",34.323165,-119.735598,"Certain",2017-09-24,9,2017
"1614","Humpback Whale","Megaptera novaeangliae","48469",1,"spotter_pro",34.321632,-119.736848,"Certain",2017-09-24,9,2017
"1615","Humpback Whale","Megaptera novaeangliae","48470",1,"spotter_pro",34.324384,-119.761441,"Certain",2017-09-24,9,2017
"1616","Blue Whale","Balaenoptera musculus","48468",1,"spotter_pro",34.26524,-119.803697,"Certain",2017-09-24,9,2017
"1617","Humpback Whale","Megaptera novaeangliae","48473",2,"spotter_pro",34.23698,-119.802624,"Certain",2017-09-24,9,2017
"1618","Humpback Whale","Megaptera novaeangliae","48536",3,"spotter_pro",34.285971,-119.733811,"Certain",2017-09-26,9,2017
"1619","Humpback Whale","Megaptera novaeangliae","48534",4,"spotter_pro",34.230069,-119.744059,"Certain",2017-09-26,9,2017
"1620","Blue Whale","Balaenoptera musculus","48532",6,"spotter_pro",34.116652,-119.696559,"Certain",2017-09-26,9,2017
"1621","Humpback Whale","Megaptera novaeangliae","48533",7,"spotter_pro",34.247047,-119.689299,"Certain",2017-09-26,9,2017
"1622","Minke Whale","Balaenoptera acutorostrata","6137",1,"spotter_pro",34.362051,-119.615007,"Certain",2014-08-06,8,2014
"1623","Minke Whale","Balaenoptera acutorostrata","6131",3,"spotter_pro",34.360282,-119.602085,"Certain",2014-08-06,8,2014
"1624","Minke Whale","Balaenoptera acutorostrata","6132",1,"spotter_pro",34.365425,-119.590911,"Certain",2014-08-06,8,2014
"1625","Minke Whale","Balaenoptera acutorostrata","6133",2,"spotter_pro",34.364636,-119.578774,"Certain",2014-08-06,8,2014
"1626","Humpback Whale","Megaptera novaeangliae","6144",2,"spotter_pro",34.359932,-119.564163,"Certain",2014-08-06,8,2014
"1627","Minke Whale","Balaenoptera acutorostrata","6135",2,"spotter_pro",34.359067,-119.563276,"Certain",2014-08-06,8,2014
"1628","Humpback Whale","Megaptera novaeangliae","6130",1,"spotter_pro",34.357687,-119.56457,"Certain",2014-08-06,8,2014
"1629","Humpback Whale","Megaptera novaeangliae","6143",2,"spotter_pro",34.367545,-119.576173,"Certain",2014-08-06,8,2014
"1630","Minke Whale","Balaenoptera acutorostrata","621",2,"spotter_pro",34.31651,-119.468761,"Certain",2013-09-21,9,2013
"1631","Humpback Whale","Megaptera novaeangliae","624",2,"spotter_pro",34.314415,-119.465746,"Certain",2013-09-21,9,2013
"1632","Minke Whale","Balaenoptera acutorostrata","626",2,"spotter_pro",34.314265,-119.465739,"Certain",2013-09-21,9,2013
"1633","Minke Whale","Balaenoptera acutorostrata","619",1,"spotter_pro",34.31615,-119.472306,"Certain",2013-09-21,9,2013
"1634","Minke Whale","Balaenoptera acutorostrata","620",1,"spotter_pro",34.319897,-119.473825,"Certain",2013-09-21,9,2013
"1635","Humpback Whale","Megaptera novaeangliae","625",1,"spotter_pro",34.290845,-119.435875,"Certain",2013-09-21,9,2013
"1636","Minke Whale","Balaenoptera acutorostrata","623",1,"spotter_pro",34.29213,-119.439678,"Certain",2013-09-21,9,2013
"1637","Humpback Whale","Megaptera novaeangliae","48611",1,"spotter_pro",34.170457,-119.464057,"Certain",2017-09-29,9,2017
"1638","Humpback Whale","Megaptera novaeangliae","48612",1,"spotter_pro",34.295995,-120.159631,"Certain",2017-09-29,9,2017
"1639","Humpback Whale","Megaptera novaeangliae","48614",4,"spotter_pro",34.343507,-120.288641,"Certain",2017-09-29,9,2017
"1640","Humpback Whale","Megaptera novaeangliae","48610",2,"spotter_pro",34.334083,-120.325144,"Certain",2017-09-29,9,2017
"1641","Humpback Whale","Megaptera novaeangliae","48613",1,"spotter_pro",34.237396,-120.042838,"Certain",2017-09-29,9,2017
"1642","Humpback Whale","Megaptera novaeangliae","48627",2,"spotter_pro",34.300716,-119.760884,"Certain",2017-09-29,9,2017
"1643","Blue Whale","Balaenoptera musculus","48626",2,"spotter_pro",34.282349,-119.762607,"Certain",2017-09-29,9,2017
"1644","Humpback Whale","Megaptera novaeangliae","48622",2,"spotter_pro",34.287372,-119.757105,"Certain",2017-09-29,9,2017
"1645","Humpback Whale","Megaptera novaeangliae","48630",5,"spotter_pro",34.265329,-119.763912,"Certain",2017-09-29,9,2017
"1646","Blue Whale","Balaenoptera musculus","48628",2,"spotter_pro",34.276347,-119.751058,"Certain",2017-09-29,9,2017
"1647","Humpback Whale","Megaptera novaeangliae","48624",1,"spotter_pro",34.287316,-119.735322,"Certain",2017-09-29,9,2017
"1648","Blue Whale","Balaenoptera musculus","48631",1,"spotter_pro",34.137133,-119.811859,"Certain",2017-09-28,9,2017
"1649","Humpback Whale","Megaptera novaeangliae","48635",2,"spotter_pro",34.304824,-119.737645,"Certain",2017-09-12,9,2017
"1650","Humpback Whale","Megaptera novaeangliae","48633",2,"spotter_pro",34.22662,-119.753831,"Certain",2017-09-12,9,2017
"1651","Humpback Whale","Megaptera novaeangliae","48652",5,"spotter_pro",34.300007,-119.766561,"Certain",2017-09-23,9,2017
"1652","Humpback Whale","Megaptera novaeangliae","48656",1,"spotter_pro",34.27709,-119.763814,"Certain",2017-09-23,9,2017
"1653","Humpback Whale","Megaptera novaeangliae","48650",1,"spotter_pro",34.322702,-119.750941,"Certain",2017-09-23,9,2017
"1654","Humpback Whale","Megaptera novaeangliae","48682",1,"spotter_pro",34.308391,-119.782061,"Certain",2017-10-01,10,2017
"1655","Humpback Whale","Megaptera novaeangliae","48684",2,"spotter_pro",34.312343,-119.804341,"Certain",2017-10-01,10,2017
"1656","Humpback Whale","Megaptera novaeangliae","48691",1,"spotter_pro",34.336199,-119.821956,"Certain",2017-10-01,10,2017
"1657","Humpback Whale","Megaptera novaeangliae","48688",1,"spotter_pro",34.333484,-119.829818,"Certain",2017-10-01,10,2017
"1658","Humpback Whale","Megaptera novaeangliae","48692",1,"spotter_pro",34.324085,-119.827095,"Certain",2017-10-01,10,2017
"1659","Humpback Whale","Megaptera novaeangliae","48693",1,"spotter_pro",34.323951,-119.822819,"Certain",2017-10-01,10,2017
"1660","Humpback Whale","Megaptera novaeangliae","48686",1,"spotter_pro",34.319247,-119.820066,"Certain",2017-10-01,10,2017
"1661","Humpback Whale","Megaptera novaeangliae","48681",2,"spotter_pro",34.326373,-119.829154,"Certain",2017-10-01,10,2017
"1662","Humpback Whale","Megaptera novaeangliae","48695",1,"spotter_pro",34.334763,-119.779945,"Certain",2017-10-01,10,2017
"1663","Minke Whale","Balaenoptera acutorostrata","6174",1,"spotter_pro",34.374941,-119.683012,"Certain",2014-08-08,8,2014
"1664","Humpback Whale","Megaptera novaeangliae","6178",2,"spotter_pro",34.372196,-119.653916,"Certain",2014-08-08,8,2014
"1665","Minke Whale","Balaenoptera acutorostrata","6171",2,"spotter_pro",34.390435,-119.648874,"Certain",2014-08-08,8,2014
"1666","Humpback Whale","Megaptera novaeangliae","6173",1,"spotter_pro",34.37199,-119.640433,"Certain",2014-08-08,8,2014
"1667","Minke Whale","Balaenoptera acutorostrata","6170",2,"spotter_pro",34.371853,-119.639773,"Certain",2014-08-08,8,2014
"1668","Humpback Whale","Megaptera novaeangliae","6176",1,"spotter_pro",34.339541,-119.628295,"Certain",2014-08-08,8,2014
"1669","Minke Whale","Balaenoptera acutorostrata","6177",1,"spotter_pro",34.352766,-119.624362,"Certain",2014-08-08,8,2014
"1670","Minke Whale","Balaenoptera acutorostrata","630",1,"spotter_pro",34.318169,-119.444848,"Certain",2013-09-22,9,2013
"1671","Minke Whale","Balaenoptera acutorostrata","629",1,"spotter_pro",34.31825,-119.454496,"Certain",2013-09-22,9,2013
"1672","Humpback Whale","Megaptera novaeangliae","628",2,"spotter_pro",34.292827,-119.421842,"Certain",2013-09-22,9,2013
"1673","Minke Whale","Balaenoptera acutorostrata","6349",1,"spotter_pro",34.382426,-119.679836,"Certain",2014-08-09,8,2014
"1674","Humpback Whale","Megaptera novaeangliae","6347",1,"spotter_pro",34.374122,-119.653382,"Certain",2014-08-09,8,2014
"1675","Minke Whale","Balaenoptera acutorostrata","6344",1,"spotter_pro",34.384433,-119.640437,"Certain",2014-08-09,8,2014
"1676","Humpback Whale","Megaptera novaeangliae","48774",1,"spotter_pro",34.298971,-119.728756,"Certain",2017-10-05,10,2017
"1677","Humpback Whale","Megaptera novaeangliae","48775",2,"spotter_pro",34.268174,-119.735119,"Certain",2017-10-05,10,2017
"1678","Humpback Whale","Megaptera novaeangliae","48776",3,"spotter_pro",34.234072,-119.72452,"Certain",2017-10-05,10,2017
"1679","Humpback Whale","Megaptera novaeangliae","48795",1,"spotter_pro",34.145735,-119.816122,"Certain",2017-10-06,10,2017
"1680","Humpback Whale","Megaptera novaeangliae","48796",1,"spotter_pro",34.153442,-119.813719,"Certain",2017-10-06,10,2017
"1681","Humpback Whale","Megaptera novaeangliae","48819",7,"spotter_pro",34.327874,-119.751897,"Certain",2017-09-30,9,2017
"1682","Humpback Whale","Megaptera novaeangliae","48816",2,"spotter_pro",34.298166,-119.696347,"Certain",2017-09-30,9,2017
"1683","Humpback Whale","Megaptera novaeangliae","48820",3,"spotter_pro",34.287005,-119.713515,"Certain",2017-09-30,9,2017
"1684","Humpback Whale","Megaptera novaeangliae","48821",4,"spotter_pro",34.307515,-119.743751,"Certain",2017-09-30,9,2017
"1685","Humpback Whale","Megaptera novaeangliae","48824",1,"spotter_pro",34.242727,-119.818656,"Certain",2017-10-07,10,2017
"1686","Humpback Whale","Megaptera novaeangliae","48863",5,"spotter_pro",34.332111,-119.859052,"Certain",2017-10-08,10,2017
"1687","Humpback Whale","Megaptera novaeangliae","48864",2,"spotter_pro",34.349746,-119.896285,"Certain",2017-10-08,10,2017
"1688","Humpback Whale","Megaptera novaeangliae","48865",4,"spotter_pro",34.338487,-119.900718,"Certain",2017-10-08,10,2017
"1689","Humpback Whale","Megaptera novaeangliae","48866",4,"spotter_pro",34.346186,-119.901303,"Certain",2017-10-08,10,2017
"1690","Humpback Whale","Megaptera novaeangliae","49035",3,"spotter_pro",34.336498,-119.831274,"Certain",2017-10-12,10,2017
"1691","Humpback Whale","Megaptera novaeangliae","49037",4,"spotter_pro",34.336966,-119.851773,"Certain",2017-10-12,10,2017
"1692","Humpback Whale","Megaptera novaeangliae","49032",2,"spotter_pro",34.321405,-119.875375,"Certain",2017-10-12,10,2017
"1693","Humpback Whale","Megaptera novaeangliae","49034",2,"spotter_pro",34.32286,-119.858709,"Certain",2017-10-12,10,2017
"1694","Humpback Whale","Megaptera novaeangliae","49033",4,"spotter_pro",34.346135,-119.852144,"Certain",2017-10-12,10,2017
"1695","Humpback Whale","Megaptera novaeangliae","49056",3,"spotter_pro",34.314417,-119.908175,"Certain",2017-10-14,10,2017
"1696","Humpback Whale","Megaptera novaeangliae","49131",3,"spotter_pro",34.311671,-119.59055,"Certain",2017-10-17,10,2017
"1697","Minke Whale","Balaenoptera acutorostrata","640",1,"spotter_pro",37.850745,-122.596977,"Certain",2013-09-22,9,2013
"1698","Humpback Whale","Megaptera novaeangliae","639",2,"spotter_pro",37.677731,-123.027981,"Certain",2013-09-22,9,2013
"1699","Humpback Whale","Megaptera novaeangliae","49201",3,"spotter_pro",34.256298,-119.492436,"Certain",2017-10-19,10,2017
"1700","Humpback Whale","Megaptera novaeangliae","49204",5,"spotter_pro",34.292711,-119.538305,"Certain",2017-10-19,10,2017
"1701","Humpback Whale","Megaptera novaeangliae","49203",2,"spotter_pro",34.300564,-119.529542,"Certain",2017-10-19,10,2017
"1702","Humpback Whale","Megaptera novaeangliae","49206",1,"spotter_pro",34.300365,-119.516879,"Certain",2017-10-19,10,2017
"1703","Humpback Whale","Megaptera novaeangliae","6384",2,"spotter_pro",34.345684,-119.626246,"Certain",2014-08-10,8,2014
"1704","Minke Whale","Balaenoptera acutorostrata","6381",1,"spotter_pro",34.366291,-119.641752,"Certain",2014-08-10,8,2014
"1705","Humpback Whale","Megaptera novaeangliae","6383",2,"spotter_pro",34.150969,-119.796797,"Certain",2014-08-10,8,2014
"1706","Minke Whale","Balaenoptera acutorostrata","49318",2,"spotter_pro",34.295931,-119.564414,"Certain",2017-10-21,10,2017
"1707","Humpback Whale","Megaptera novaeangliae","49317",3,"spotter_pro",34.286554,-119.557845,"Certain",2017-10-21,10,2017
"1708","Humpback Whale","Megaptera novaeangliae","49316",3,"spotter_pro",34.277605,-119.525104,"Certain",2017-10-21,10,2017
"1709","Minke Whale","Balaenoptera acutorostrata","49315",1,"spotter_pro",34.278924,-119.522288,"Certain",2017-10-21,10,2017
"1710","Humpback Whale","Megaptera novaeangliae","49314",2,"spotter_pro",34.274817,-119.526408,"Certain",2017-10-21,10,2017
"1711","Humpback Whale","Megaptera novaeangliae","49477",4,"spotter_pro",34.224295,-119.488207,"Certain",2017-10-25,10,2017
"1712","Humpback Whale","Megaptera novaeangliae","49479",3,"spotter_pro",34.231684,-119.514258,"Certain",2017-10-25,10,2017
"1713","Blue Whale","Balaenoptera musculus","49478",1,"spotter_pro",34.089203,-119.564434,"Certain",2017-10-25,10,2017
"1714","Humpback Whale","Megaptera novaeangliae","49520",2,"spotter_pro",34.319841,-119.57636,"Certain",2017-10-28,10,2017
"1715","Humpback Whale","Megaptera novaeangliae","49529",3,"spotter_pro",34.309512,-119.601708,"Certain",2017-10-29,10,2017
"1716","Minke Whale","Balaenoptera acutorostrata","49528",2,"spotter_pro",34.320734,-119.587546,"Certain",2017-10-29,10,2017
"1717","Humpback Whale","Megaptera novaeangliae","49527",1,"spotter_pro",34.329158,-119.584088,"Certain",2017-10-29,10,2017
"1718","Humpback Whale","Megaptera novaeangliae","49530",1,"spotter_pro",34.311598,-119.565718,"Certain",2017-10-29,10,2017
"1719","Humpback Whale","Megaptera novaeangliae","49532",3,"spotter_pro",34.292477,-119.533592,"Certain",2017-10-29,10,2017
"1720","Humpback Whale","Megaptera novaeangliae","49592",3,"spotter_pro",34.25207,-119.64522,"Certain",2017-11-01,11,2017
"1721","Humpback Whale","Megaptera novaeangliae","49589",3,"spotter_pro",34.309577,-119.574651,"Certain",2017-11-01,11,2017
"1722","Minke Whale","Balaenoptera acutorostrata","49590",1,"spotter_pro",34.297657,-119.567493,"Certain",2017-11-01,11,2017
"1723","Humpback Whale","Megaptera novaeangliae","49626",1,"spotter_pro",34.274985,-119.618692,"Certain",2017-11-04,11,2017
"1724","Humpback Whale","Megaptera novaeangliae","49625",2,"spotter_pro",34.253298,-119.580826,"Certain",2017-11-04,11,2017
"1725","Blue Whale","Balaenoptera musculus","645",2,"spotter_pro",37.808594,-123.144832,"Certain",2013-09-26,9,2013
"1726","Minke Whale","Balaenoptera acutorostrata","49701",2,"spotter_pro",34.2927,-119.60828,"Certain",2017-11-11,11,2017
"1727","Humpback Whale","Megaptera novaeangliae","49700",6,"spotter_pro",34.299197,-119.611803,"Certain",2017-11-11,11,2017
"1728","Humpback Whale","Megaptera novaeangliae","49703",2,"spotter_pro",34.30208,-119.617583,"Certain",2017-11-11,11,2017
"1729","Humpback Whale","Megaptera novaeangliae","49702",2,"spotter_pro",34.314499,-119.621268,"Certain",2017-11-11,11,2017
"1730","Humpback Whale","Megaptera novaeangliae","49706",3,"spotter_pro",34.292627,-119.661578,"Certain",2017-11-10,11,2017
"1731","Humpback Whale","Megaptera novaeangliae","49712",2,"spotter_pro",34.274357,-119.636153,"Certain",2017-11-10,11,2017
"1732","Humpback Whale","Megaptera novaeangliae","49710",1,"spotter_pro",34.266871,-119.623531,"Certain",2017-11-10,11,2017
"1733","Humpback Whale","Megaptera novaeangliae","49705",2,"spotter_pro",34.266033,-119.618019,"Certain",2017-11-10,11,2017
"1734","Humpback Whale","Megaptera novaeangliae","49704",3,"spotter_pro",34.267819,-119.62526,"Certain",2017-11-10,11,2017
"1735","Humpback Whale","Megaptera novaeangliae","49709",2,"spotter_pro",34.269216,-119.566019,"Certain",2017-11-10,11,2017
"1736","Humpback Whale","Megaptera novaeangliae","49713",2,"spotter_pro",34.256899,-119.536563,"Certain",2017-11-10,11,2017
"1737","Humpback Whale","Megaptera novaeangliae","49714",6,"spotter_pro",34.301505,-119.592542,"Certain",2017-11-10,11,2017
"1738","Humpback Whale","Megaptera novaeangliae","49716",1,"spotter_pro",34.305019,-119.591377,"Certain",2017-11-10,11,2017
"1739","Humpback Whale","Megaptera novaeangliae","49717",2,"spotter_pro",34.305668,-119.593835,"Certain",2017-11-10,11,2017
"1740","Humpback Whale","Megaptera novaeangliae","49721",1,"spotter_pro",34.312962,-119.603635,"Certain",2017-11-10,11,2017
"1741","Humpback Whale","Megaptera novaeangliae","49707",3,"spotter_pro",34.319179,-119.611437,"Certain",2017-11-10,11,2017
"1742","Minke Whale","Balaenoptera acutorostrata","49727",1,"spotter_pro",34.31664,-119.592998,"Certain",2017-10-24,10,2017
"1743","Humpback Whale","Megaptera novaeangliae","49726",5,"spotter_pro",34.281094,-119.52678,"Certain",2017-10-24,10,2017
"1744","Minke Whale","Balaenoptera acutorostrata","49724",1,"spotter_pro",34.264465,-119.517094,"Certain",2017-10-24,10,2017
"1745","Humpback Whale","Megaptera novaeangliae","49725",1,"spotter_pro",34.26054,-119.519638,"Certain",2017-10-24,10,2017
"1746","Humpback Whale","Megaptera novaeangliae","49722",3,"spotter_pro",34.194601,-119.453731,"Certain",2017-10-24,10,2017
"1747","Humpback Whale","Megaptera novaeangliae","49730",2,"spotter_pro",34.16226,-119.835742,"Certain",2017-08-02,8,2017
"1748","Humpback Whale","Megaptera novaeangliae","49732",7,"spotter_pro",34.320014,-119.78358,"Certain",2017-07-15,7,2017
"1749","Humpback Whale","Megaptera novaeangliae","49752",6,"spotter_pro",34.295349,-119.63853,"Certain",2017-11-12,11,2017
"1750","Humpback Whale","Megaptera novaeangliae","49749",1,"spotter_pro",34.256387,-119.590552,"Certain",2017-11-12,11,2017
"1751","Humpback Whale","Megaptera novaeangliae","49747",3,"spotter_pro",34.322527,-119.627352,"Certain",2017-11-12,11,2017
"1752","Humpback Whale","Megaptera novaeangliae","49764",2,"spotter_pro",34.295992,-119.753817,"Certain",2017-11-13,11,2017
"1753","Humpback Whale","Megaptera novaeangliae","49765",1,"spotter_pro",34.247247,-119.791948,"Certain",2017-11-13,11,2017
"1754","Humpback Whale","Megaptera novaeangliae","49767",5,"spotter_pro",34.138466,-119.823076,"Certain",2017-11-13,11,2017
"1755","Blue Whale","Balaenoptera musculus","49761",2,"spotter_pro",34.117102,-119.691989,"Certain",2017-11-13,11,2017
"1756","Humpback Whale","Megaptera novaeangliae","49794",1,"spotter_pro",34.321173,-119.561728,"Certain",2017-11-15,11,2017
"1757","Humpback Whale","Megaptera novaeangliae","49792",1,"spotter_pro",34.317721,-119.562837,"Certain",2017-11-15,11,2017
"1758","Blue Whale","Balaenoptera musculus","49793",2,"spotter_pro",34.106348,-119.575672,"Certain",2017-11-15,11,2017
"1759","Humpback Whale","Megaptera novaeangliae","49791",1,"spotter_pro",34.142875,-119.585208,"Certain",2017-11-15,11,2017
"1760","Humpback Whale","Megaptera novaeangliae","49801",1,"spotter_pro",34.426819,-120.697098,"Possible",2017-11-15,11,2017
"1761","Humpback Whale","Megaptera novaeangliae","49799",1,"spotter_pro",34.079999,-119.547478,"Certain",2017-11-15,11,2017
"1762","Blue Whale","Balaenoptera musculus","49800",2,"spotter_pro",34.097533,-119.568168,"Certain",2017-11-15,11,2017
"1763","Humpback Whale","Megaptera novaeangliae","49804",2,"spotter_pro",34.059782,-119.443153,"Certain",2017-11-16,11,2017
"1764","Humpback Whale","Megaptera novaeangliae","49853",2,"spotter_pro",34.128665,-119.859362,"Certain",2017-11-18,11,2017
"1765","Humpback Whale","Megaptera novaeangliae","49854",4,"spotter_pro",34.116284,-119.851464,"Certain",2017-11-18,11,2017
"1766","Blue Whale","Balaenoptera musculus","49893",3,"spotter_pro",34.115973,-119.718969,"Certain",2017-11-22,11,2017
"1767","Blue Whale","Balaenoptera musculus","49892",3,"spotter_pro",34.111717,-119.709003,"Certain",2017-11-22,11,2017
"1768","Fin Whale","Balaenoptera physalus","49891",1,"spotter_pro",34.103253,-119.700369,"Certain",2017-11-22,11,2017
"1769","Humpback Whale","Megaptera novaeangliae","49890",1,"spotter_pro",34.067425,-119.635936,"Certain",2017-11-22,11,2017
